Issue #	Year	Source	Section	Original Citation	
19	1988	http://kolonna.mitin.com/archive/mj19/	проза	Суламифь МЕНДЕЛЬСОН. Побег	
19	1988	http://kolonna.mitin.com/archive/mj19/	театр	Андрей ВИШНЕВСКИЙ. Шаровая молния из Джиннистана	
19	1988	http://kolonna.mitin.com/archive/mj19/	театр	Леонид БАБАНСКИЙ. Разве мы плохо себя ведем?	
19	1988	http://kolonna.mitin.com/archive/mj19/	изыскания	Владимир НАБОКОВ. Максим Горький, перевод М.Сухотина	
19	1988	http://kolonna.mitin.com/archive/mj19/	entertainment	Александр ЕРЕМЕНКО. Два стихотворения	
19	1988	http://kolonna.mitin.com/archive/mj19/	entertainment	Юстас ГЕРЦОГ. Из цикла "Графические произведения"	
19	1988	http://kolonna.mitin.com/archive/mj19/	appendix	Аркадий БАРТОВ. Пять описаний одного текста	
19	1988	http://kolonna.mitin.com/archive/mj19/	редакционная почта	Журнал независимой критики СИНЕ ФАНТОМ	
20	1988	http://kolonna.mitin.com/?page=archive	поэзия	Татьяна ЩЕРБИНА. Стихотворения	
20	1988	http://kolonna.mitin.com/?page=archive	поэзия	Игорь БЕЗРУКОВ. Стихотворения	
20	1988	http://kolonna.mitin.com/?page=archive	поэзия	Светлана КЕКОВА. Два зеркала, поэма	
20	1988	http://kolonna.mitin.com/?page=archive	проза	Ольга КОМАРОВА. Сороковой день	
20	1988	http://kolonna.mitin.com/?page=archive	проза	Суламифь МЕНДЕЛЬСОН. Побег, роман (продолжение)	
20	1988	http://kolonna.mitin.com/?page=archive	проза	Владимир ГРИГОРЬЕВ. Сто лет из жизни Егоровых	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	Материалы московского семинара "Новые языки в искусстве" (1-5 февраля 1988 г., МГУ)	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	В.Е.БАРАБАНОВ. Модернизм, авангардизм и постмодернизм	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	Вяч.Вс.ИВАНОВ. Антропологические теории "горячих" и "холодных" культур и история авангарда	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	В.П.ГРИГОРЬЕВ. Хлебников в русской культуре XX века	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	К.А.КЕДРОВ. Новая семантика (Обэриуты и Хлебников)	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	Ю.Г.ЦИВЬЯН. Старое и новое как понятийные операторы самоописывающих моделей в искусстве (тезисы)	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	А.Г.ЮСФИН. Новый язык, новая семантика и новая функция музыки	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	А.Л.ХЛОБЫСТИН, А.Д.МИТРОФАНОВА. Русское чувство формы в искусстве XVIII-XX веков	
20	1988	http://kolonna.mitin.com/?page=archive	изыскания	М.С.ТРОФИМЕНКОВ. "Новое мышление" "Новых художников"	
20	1988	http://kolonna.mitin.com/?page=archive	entertainment	Александр (Брат) КАРАМАЗОВ. Из книги "Петербургские разбеседования"	
20	1988	http://kolonna.mitin.com/?page=archive	entertainment	Окот П'БИТЕК. Песнь Лавино	
20	1988	http://kolonna.mitin.com/?page=archive	entertainment	Гораций КОТ. Поэма русской тройки	
21	1988	http://kolonna.mitin.com/archive/mj21/	поэзия	Владимир КУЧЕРЯВКИН. Из новых стихотворений	
21	1988	http://kolonna.mitin.com/archive/mj21/	проза	Татьяна ЩЕРБИНА. Исповедь шпиона	
21	1988	http://kolonna.mitin.com/archive/mj21/	проза	Суламифь МЕНДЕЛЬСОН. Побег (окончание)	
21	1988	http://kolonna.mitin.com/archive/mj21/	изыскания	Майкл МОЛНАР. Странности описания. Перевод с англ. А.Драгомощенко	
21	1988	http://kolonna.mitin.com/archive/mj21/	изыскания	Обсуждаем роман Т.Щербины "Исповедь шпиона"	
21	1988	http://kolonna.mitin.com/archive/mj21/	изыскания	Н.БАРСЕГЯН. Куда подевалась тайна?	
21	1988	http://kolonna.mitin.com/archive/mj21/	изыскания	А.ЛЕВКИН, О.ХРУСТАЛЕВА. Рецензия в трех концептах и с эпиграфом	
21	1988	http://kolonna.mitin.com/archive/mj21/	документы	Учредительная декларация Клуба независимой печати	
21	1988	http://kolonna.mitin.com/archive/mj21/	документы	Декларация Демократического Союза	
21	1988	http://kolonna.mitin.com/archive/mj21/	entertainment	Вещий сон, народное стихотворение	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	поэзия	Светлана КЕКОВА. Стихотворения разных лет	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	поэзия	Татьяна ЩЕРБИНА. Стихотворения	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	поэзия	Владимир УФЛЯНД. Из драмы "Народ"	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	проза	Владислав ЛЕН. Иноходец Миша Барышников	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	проза	Ольга КОМАРОВА. Ублюдок, Грузия	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	театр	Сэмюэл БЕККЕТ. Всяк падающий, перевод Я.Зимакова	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	изыскания	Аркадий БУРШТЕЙН. Поэзия? Нет, ритуал	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	изыскания	Наталья АБАЛАКОВА, Анатолий ЖИГАЛОВ. Тотарт	
22-23	1988	http://kolonna.mitin.com/archive/mj2223/	entertainment	Борис ЖЕРДИН. Веселый гимн прекрасному искусству. Предисловие С.Коровина	
24	1988	http://kolonna.mitin.com/archive/mj24/	поэзия	Игорь ЛАПИНСКИЙ. Травяная ода	
24	1988	http://kolonna.mitin.com/archive/mj24/	поэзия	Михаил СУХОТИН. Страницы-терцины и другие стихотворения	
24	1988	http://kolonna.mitin.com/archive/mj24/	поэзия	Алексей ИВЛЕВ. Стихотворения разных лет	
24	1988	http://kolonna.mitin.com/archive/mj24/	поэзия	Константин МИТЕНЕВ. Шесть ящиков песка для экспериментальных целей	
24	1988	http://kolonna.mitin.com/archive/mj24/	проза	Юрий ГАЛЕЦКИЙ. Единорог	
24	1988	http://kolonna.mitin.com/archive/mj24/	проза	С.КАРИНСКИЙ. Экскурсия	
24	1988	http://kolonna.mitin.com/archive/mj24/	проза	Олег РАЗУМОВСКИЙ. Междудвух	
24	1988	http://kolonna.mitin.com/archive/mj24/	проза	Арнаут СКАРД-ЛАПИДУС. Сад пыток	
24	1988	http://kolonna.mitin.com/archive/mj24/	проза	Сергей ШЕЛИН. Небесный мандат	
24	1988	http://kolonna.mitin.com/archive/mj24/	изыскания	Материалы конференции "Молодая культура" (17-22 октября 1988 г., Ленинград)	
24	1988	http://kolonna.mitin.com/archive/mj24/	изыскания	Сергей ДОБРОТВОРСКИЙ. Тотальный кинематограф - киномеханика	
24	1988	http://kolonna.mitin.com/archive/mj24/	изыскания	Вадим РУДНЕВ. Прагмо-поэтика и модальная семантика	
24	1988	http://kolonna.mitin.com/archive/mj24/	изыскания	Борис ЮХАНАНОВ. Театр театр: заметки к истории, жанру, методу	
24	1988	http://kolonna.mitin.com/archive/mj24/	изыскания	Алена КАРАСЬ. Театральные студии Москвы 80-х годов	
24	1988	http://kolonna.mitin.com/archive/mj24/	беседы	с Геннадием БРЕВДЕ: "Там счет начинается с другой стороны"	
24	1988	http://kolonna.mitin.com/archive/mj24/	беседы	с Юлией КИСИНОЙ и Сергеем РАДЛОВЫМ: "Красивую женщину должен облизывать красивый мужчина"	
24	1988	http://kolonna.mitin.com/archive/mj24/	редакционная почта	А.ХУСАРСКА. Социалистический сюрреализм в Польше, перевод В.Мазина	
24	1988	http://kolonna.mitin.com/archive/mj24/	редакционная почта	Юлия КИСИНА. Памяти модерна	
25	1989	http://kolonna.mitin.com/archive/mj25/	поэзия	Александр АЛЬТШУЛЕР. Стихотворения разных лет	
25	1989	http://kolonna.mitin.com/archive/mj25/	поэзия	Геннадий БРЕВДЕ. Пятый постулат I - XII	
25	1989	http://kolonna.mitin.com/archive/mj25/	поэзия	Владимир КУЧЕРЯВКИН. Из новых стихотворений	
25	1989	http://kolonna.mitin.com/archive/mj25/	поэзия	Тимур КИБИРОВ. Когда был Ленин маленьким	
25	1989	http://kolonna.mitin.com/archive/mj25/	поэзия	Сергей КАРСАЕВ. Стихотворения	
25	1989	http://kolonna.mitin.com/archive/mj25/	проза	Алексей ШЕЛЬВАХ. Ирои-комическая поэма (приключения англичанина), версия 1	
25	1989	http://kolonna.mitin.com/archive/mj25/	проза	Андрей ЛЕВКИН. Рассказы	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Материалы конференции "Молодая культура" (17-22 октября 1988 г., Ленинград)	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Борис ЮХАНАНОВ. Теория видеорежиссуры	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Евгений ЧОРБА. Медленное видео Бориса Юхананова	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Лариса БЕРЕЗОВЧУК. Рок-музыка как интерпретационная деятельность	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Андрей ЛЕВКИН. Абстрактная проза	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Ольга ХРУСТАЛЕВА. Повествование как способ обновления	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Ольга АБРАМОВИЧ. Посильный вклад в щербино- и коровиноведение	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Материналы конференции "Новые языки в искусстве" (1-4 февраля 1989 г., Ленинград)	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Ольга СЕВЕРСКАЯ. О "синтезе поэзии, философии и науки" в современном авангарде	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Сергей РЫЖЕНКОВ. Демонстрация фактуры в современной поэзии	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Виктор МАЗИН. Текст-contra-текст	
25	1989	http://kolonna.mitin.com/archive/mj25/	изыскания	Владислав КУШЕВ. Морфология поэтического сознания	
25	1989	http://kolonna.mitin.com/archive/mj25/	светская жизнь	Аркадий ДРАГОМОЩЕНКО. Белая премия. (Речь при вручении премии им. А.Белого Ивану Жданову)	
25	1989	http://kolonna.mitin.com/archive/mj25/	календарь	К 48-летию со дня рождения Д.А.Пригова	
25	1989	http://kolonna.mitin.com/archive/mj25/	календарь	Б.БОРУХОВ. Вертикальные нормы стиля	
25	1989	http://kolonna.mitin.com/archive/mj25/	календарь	В.РУДНЕВ. Частица "как бы" как элемент модального мышления в логико-философском контексте	
25	1989	http://kolonna.mitin.com/archive/mj25/	календарь	Б.ОСТАНИН. Дополнение	
25	1989	http://kolonna.mitin.com/archive/mj25/	календарь	Б.БОРУХОВ. Иллюстрация	
25	1989	http://kolonna.mitin.com/archive/mj25/	entertainment	Никита МИХАЙЛОВСКИЙ. Добрый злодей Христофев Упс и Пикколо Йок - деревянный хуек	
25	1989	http://kolonna.mitin.com/archive/mj25/	редакционная почта	О подписке на сборник "Новые языки в искусстве"	
26	1989	http://kolonna.mitin.com/archive/mj26/	поэзия	Василий КОНДРАТЬЕВ. Стихи	
26	1989	http://kolonna.mitin.com/archive/mj26/	поэзия	Валерий АРТАМОНОВ. Языческие ремесла	
26	1989	http://kolonna.mitin.com/archive/mj26/	поэзия	Андрей ИЗЮМСКИЙ. Возрождение наук о вере, или Семь зерен риса	
26	1989	http://kolonna.mitin.com/archive/mj26/	проза	Юрий РОМАНОВ. Дабл Ю	
26	1989	http://kolonna.mitin.com/archive/mj26/	проза	Егор РАДОВ. Рассказы	
26	1989	http://kolonna.mitin.com/archive/mj26/	проза	Алексей ШЕЛЬВАХ. Ирои-комическая поэма (приключения англичанина), версия I, продолжение	
26	1989	http://kolonna.mitin.com/archive/mj26/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни	
26	1989	http://kolonna.mitin.com/archive/mj26/	изыскания	Самуил ЛУРЬЕ. Свобода последнего слова	
26	1989	http://kolonna.mitin.com/archive/mj26/	изыскания	Владимир УФЛЯНД. Один из витков истории питерской культуры	
26	1989	http://kolonna.mitin.com/archive/mj26/	изыскания	Сергей ШЕЛИН. Риторика власти в 20-30-е годы	
26	1989	http://kolonna.mitin.com/archive/mj26/	коллекция	Мини-антология гротеска: Ян Владислав САРНА. Перевод и публикация Андрея Базилевского	
26	1989	http://kolonna.mitin.com/archive/mj26/	календарь	К 50-летию со дня рождения Леонида Аронзона	
26	1989	http://kolonna.mitin.com/archive/mj26/	календарь	Александр АЛЬТШУЛЕР. Комментарии внутри стихов	
26	1989	http://kolonna.mitin.com/archive/mj26/	редакционная почта	В.И.Зимин. Письмо Яну Мартенсону	
26	1989	http://kolonna.mitin.com/archive/mj26/	редакционная почта	А.Заверняев. Два письма	
27	1989	http://kolonna.mitin.com/archive/mj27/	поэзия	Аркадий ДРАГОМОЩЕНКО. Из "Ксений"	
27	1989	http://kolonna.mitin.com/archive/mj27/	поэзия	Юлия КИСИНА. Мой хаос, мое социальное приключение	
27	1989	http://kolonna.mitin.com/archive/mj27/	проза	Геннадий КАЦОВ. И ветер (из цикла "Описание тюрем")	
27	1989	http://kolonna.mitin.com/archive/mj27/	проза	Алексей ШЕЛЬВАХ. Ирои-комическая поэма (Приключения англичанина), версия I, окончание	
27	1989	http://kolonna.mitin.com/archive/mj27/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
27	1989	http://kolonna.mitin.com/archive/mj27/	изыскания	Александр АЛЬТШУЛЕР. Заметки о творчестве Л.Аронзона	
27	1989	http://kolonna.mitin.com/archive/mj27/	изыскания	Светлана БАЗИЛЕВСКАЯ, Вера САЖИНА. Открытый диагноз	
27	1989	http://kolonna.mitin.com/archive/mj27/	коллекция	Мини-антология гротеска: Анджей Бурса	
27	1989	http://kolonna.mitin.com/archive/mj27/	почта	Открытое письмо (Новозеландский вариант)	
28	1989	http://kolonna.mitin.com/archive/mj28/	стихотворение	Леон БОГДАНОВ. "В первый день листопада..."	
28	1989	http://kolonna.mitin.com/archive/mj28/	проза	Олег ЛЕЩУК. Чмо	
28	1989	http://kolonna.mitin.com/archive/mj28/	проза	Олег РАЗУМОВСКИЙ. С советским акцентом	
28	1989	http://kolonna.mitin.com/archive/mj28/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
28	1989	http://kolonna.mitin.com/archive/mj28/	театр	Кусок дымящейся совести, комедия нашей жизни	
28	1989	http://kolonna.mitin.com/archive/mj28/	изыскания	Сергей БИРЮКОВ. "Эй, житель, лети же!" (О явлении палиндромии в искусствах)	
28	1989	http://kolonna.mitin.com/archive/mj28/	коллекция	Мастер жрет сам, сборник палиндромов и родственных им форм	
28	1989	http://kolonna.mitin.com/archive/mj28/	объявление	О конкурсе "ПОСТМОДЕРН: рассказы очевидцев"	
28	1989	http://kolonna.mitin.com/archive/mj28/	беседы о параллельном кино	с Сергеем ДОБРОТВОРСКИМ	
28	1989	http://kolonna.mitin.com/archive/mj28/	беседы о параллельном кино	с Ольгой ХРУСТАЛЕВОЙ	
28	1989	http://kolonna.mitin.com/archive/mj28/	беседы о параллельном кино	с Михаилом ТРОФИМЕНКОВЫМ	
28	1989	http://kolonna.mitin.com/archive/mj28/	беседы о параллельном кино	с Владимиром СОРОКИНЫМ	
28	1989	http://kolonna.mitin.com/archive/mj28/	addendum	ЛДМ, Сокуров	
28	1989	http://kolonna.mitin.com/archive/mj28/	Россия на Западе	Ты - как младенец, спишь... Интервью с М.Талалаем	
29	1989	http://kolonna.mitin.com/archive/mj29/	поэзия	Александр МУРАШОВ. Шесть произведений из быта советский поэзии	
29	1989	http://kolonna.mitin.com/archive/mj29/	поэзия	Мария ВОЛОДИНА. Стихотворения	
29	1989	http://kolonna.mitin.com/archive/mj29/	поэзия	Георгий КОН. Из текстов 1983-1989	
29	1989	http://kolonna.mitin.com/archive/mj29/	поэзия	Борис ШИФРИН. Штуковины	
29	1989	http://kolonna.mitin.com/archive/mj29/	поэзия	Эдуард КУЛЕМИН. Продолжение чего	
29	1989	http://kolonna.mitin.com/archive/mj29/	проза	Г.Б.НОСКОВ. Чудная погода	
29	1989	http://kolonna.mitin.com/archive/mj29/	светская жизнь	Вручение премии им. Андрея Белого Владимиру Малявину	
29	1989	http://kolonna.mitin.com/archive/mj29/	изыскания	Материалы конференции "Новые языки в искусстве" (1989)	
29	1989	http://kolonna.mitin.com/archive/mj29/	изыскания	Вадим РУДНЕВ. Принципы прозы	
29	1989	http://kolonna.mitin.com/archive/mj29/	изыскания	Евгений ЧОРБА. Красные, белые и рыжие	
29	1989	http://kolonna.mitin.com/archive/mj29/	изыскания	Андрей ЛЕВКИН. Мы вас вычеркиваем, сэр	
29	1989	http://kolonna.mitin.com/archive/mj29/	изыскания	Ольга ХРУСТАЛЕВА. Вычеркивание как смысл	
29	1989	http://kolonna.mitin.com/archive/mj29/	addenda	Вадим РУДНЕВ. Хорошая полемика	
29	1989	http://kolonna.mitin.com/archive/mj29/	коллекция	Мини-антология гротеска: Польша (3) Перевод и публикация А. Базилевского	
29	1989	http://kolonna.mitin.com/archive/mj29/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
29	1989	http://kolonna.mitin.com/archive/mj29/	Россия на Западе	Михаил ТРОФИМЕНКОВ: "Голландия, наша историческая родина, страна победившей революции"	
29	1989	http://kolonna.mitin.com/archive/mj29/	по чужим страницам	Интервью с Тимоти ЛИРИ, перевод С. Хренова	
29	1989	http://kolonna.mitin.com/archive/mj29/	по чужим страницам	Петр САЖИНСКИЙ. Издательства без адреса	
29	1989	http://kolonna.mitin.com/archive/mj29/	редакционная почта	Г.КОН. Закрытое письмо Ольге Хрусталевой	
29	1989	http://kolonna.mitin.com/archive/mj29/	редакционная почта	Татьяна ЩЕРБИНА. Отечественная культура за последние три года	
30	1989	http://kolonna.mitin.com/archive/mj30/		От редактора	
30	1989	http://kolonna.mitin.com/archive/mj30/		Honoris И.Б.	
30	1989	http://kolonna.mitin.com/archive/mj30/		Иосиф БРОДСКИЙ. Представление	
30	1989	http://kolonna.mitin.com/archive/mj30/		Татьяна ЩЕРБИНА. Последний случай	
30	1989	http://kolonna.mitin.com/archive/mj30/	поэзия	Юлия КИСИНА. Новые стихи	
30	1989	http://kolonna.mitin.com/archive/mj30/	поэзия	Аркадий ДРАГОМОЩЕНКО. Из книги "Эроsия"	
30	1989	http://kolonna.mitin.com/archive/mj30/	поэзия	Андре БАБИ. Стихотворения	
30	1989	http://kolonna.mitin.com/archive/mj30/	поэзия	Дмитрий ПРИГОВ. Русские стихи советского содержания на английском языке	
30	1989	http://kolonna.mitin.com/archive/mj30/	проза	Виктор ЕРОФЕЕВ. Карманный апокалипсис	
30	1989	http://kolonna.mitin.com/archive/mj30/	проза	Юрий РОМАНОВ. За восемь часов утрат	
30	1989	http://kolonna.mitin.com/archive/mj30/	проза	Андрей ЛЕВКИН. Рассказ романа и другие рассказы	
30	1989	http://kolonna.mitin.com/archive/mj30/	коллекция	Василий КОНДРАТЬЕВ. Жизнь Андрея Николева	
30	1989	http://kolonna.mitin.com/archive/mj30/	коллекция	Андрей НИКОЛЕВ. Стихотворения	
30	1989	http://kolonna.mitin.com/archive/mj30/	театр	Игорь Ля ШНУРЕНКО. Путь птицевода	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Виктор МАЗИН. Написание грусти Баби	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Материалы Международной Летней Школы "Язык. Сознание. Общество" (9-13 августа 1989)	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Дмитрий СПИВАК. Лингвистика измененных состояний сознания	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Ольга СЕВЕРСКАЯ, Марк ГРИГОРЯН. Джаз в поэзии. Опыты партитурного чтения	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Вадим БАРАНОВ. Бедность мира и полнота текста	
30	1989	http://kolonna.mitin.com/archive/mj30/	изыскания	Владислав КУШЕВ. Поэтическая функция и язык квантовой электродинамики	
30	1989	http://kolonna.mitin.com/archive/mj30/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
30	1989	http://kolonna.mitin.com/archive/mj30/	беседы	с Александром СОКУРОВЫМ	
30	1989	http://kolonna.mitin.com/archive/mj30/	беседы	с Игорем БЕЗРУКОВЫМ	
30	1989	http://kolonna.mitin.com/archive/mj30/	entertainment	Мини-антология гротеска: Польша (4)	
30	1989	http://kolonna.mitin.com/archive/mj30/	entertainment	Збигнев ХЕРБЕРТ. Мифология комнаты смеха, перевод и публикация А.Базилевского	
30	1989	http://kolonna.mitin.com/archive/mj30/	мир вокруг нас	Арбат, 1989	
31	1990	http://kolonna.mitin.com/archive/mj31/	Содержание	Памяти Беккета	
31	1990	http://kolonna.mitin.com/archive/mj31/	поэзия	Игорь ЛАПИНСКИЙ. Огни Святого Эльма	
31	1990	http://kolonna.mitin.com/archive/mj31/	поэзия	Татьяна ЩЕРБИНА. Из новых стихотворений	
31	1990	http://kolonna.mitin.com/archive/mj31/	поэзия	Валерий АРТАМОНОВ. Средоточие риска	
31	1990	http://kolonna.mitin.com/archive/mj31/	поэзия	Томаш ГЛЮЗИНСКИЙ. В жерновах мира, перевод и публ. А.Базилевского	
31	1990	http://kolonna.mitin.com/archive/mj31/	проза	Игорь Ля ШНУРЕНКО. 1909, Герои.	
31	1990	http://kolonna.mitin.com/archive/mj31/	кино	Юлия КИСИНА. Реконструкция коктебельских холмов	
31	1990	http://kolonna.mitin.com/archive/mj31/	коллекция	Поэты журнала О.БЛиК:Кларк Кулидж, Карла Гарриман, Клейтон Эшлеман, Джером Ротенберг. Перевод и предисловие В.Кондратьева	
31	1990	http://kolonna.mitin.com/archive/mj31/	изыскания	Юрий РОМАНОВ, Андрей СУЧИЛИН. Театр детей и зверей	
31	1990	http://kolonna.mitin.com/archive/mj31/	изыскания	Григорий ТУЛЬЧИНСКИЙ. Культура и мифократия	
31	1990	http://kolonna.mitin.com/archive/mj31/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
31	1990	http://kolonna.mitin.com/archive/mj31/	Россия на Западе	Комар и Меламид в Москве	
31	1990	http://kolonna.mitin.com/archive/mj31/	редакционная почта	Юлия КИСИНА. Железный авангард в поисках новой русской идеи	
32	1990	http://kolonna.mitin.com/archive/mj32/	поэзия	Михаил СУХОТИН. Роза Яакова	
32	1990	http://kolonna.mitin.com/archive/mj32/	поэзия	Эдуард КУЛЕМИН. Все фишки в мешке	
32	1990	http://kolonna.mitin.com/archive/mj32/	поэзия	Сергей ТИМОФЕЕВ. Стихи	
32	1990	http://kolonna.mitin.com/archive/mj32/	проза	Сергей КОМАРОВ. Слепые	
32	1990	http://kolonna.mitin.com/archive/mj32/	проза	Олег РАЗУМОВСКИЙ. Смурная жизнь	
32	1990	http://kolonna.mitin.com/archive/mj32/	проза	Евгений ХАРИТОНОВ. Из книги "Под домашним арестом": Непьющий русский, Рассказ одного мальчика, Листовка, В холодном высшем смысле.	
32	1990	http://kolonna.mitin.com/archive/mj32/	проза	Светлана БЕЛЯЕВА-КОНЕГЕН. По-прежнему под домашним арестом	
32	1990	http://kolonna.mitin.com/archive/mj32/	проза	О Евгении Харитонове. Светлана Беляева-Конеген беседует с Дмитрием Приговым и Владимиром Сорокиным	
32	1990	http://kolonna.mitin.com/archive/mj32/	коллекция	Станислав МИСАКОВСКИЙ. Когда плюс превращается в минус. Пер. с польского и публ. Андрея Базилевского	
32	1990	http://kolonna.mitin.com/archive/mj32/	театр	Борис ЮХАНАНОВ, Юрий ХАРИКОВ, Андрей КУЗНЕЦОВ. "Шагреневая кожа"	
32	1990	http://kolonna.mitin.com/archive/mj32/	изыскания	Морис БЛАНШО. Взгляд Орфея, перевод Аркадия Драгомощенко	
32	1990	http://kolonna.mitin.com/archive/mj32/	изыскания	Арнаут СКАРД-ЛАПИДУС. Комиксы	
32	1990	http://kolonna.mitin.com/archive/mj32/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
32	1990	http://kolonna.mitin.com/archive/mj32/	беседы	Сергей КОМАРОВ: "Их не хочется забывать..."	
32	1990	http://kolonna.mitin.com/archive/mj32/	Россия на Западе	Андрей ХЛОБЫСТИН, Алла МИТРОФАНОВА: По Парижу...	
32	1990	http://kolonna.mitin.com/archive/mj32/	рецензия	Вадим РУДНЕВ. В поисках утраченного структурализма	
33	1990	http://kolonna.mitin.com/archive/mj33/	поэзия	Шамшад АБДУЛЛАЕВ. Давно, недавно	
33	1990	http://kolonna.mitin.com/archive/mj33/	поэзия	Владимир КУЧЕРЯВКИН. Из новых стихотворений	
33	1990	http://kolonna.mitin.com/archive/mj33/	поэзия	Алексей ИВЛЕВ. Популярная поверхность	
33	1990	http://kolonna.mitin.com/archive/mj33/	поэзия	Ян ТВАРДОВСКИЙ. Невозможное неизбежно, пер. и публ. Андрея Базилевского	
33	1990	http://kolonna.mitin.com/archive/mj33/	проза	Юлия КИСИНА. Конец романа и другие рассказы	
33	1990	http://kolonna.mitin.com/archive/mj33/	проза	Аркадий БАРТОВ. Из цикла "Речевые акты": Воспоминание о Баден-Бадене, Посещение Анной и Джулией театра	
33	1990	http://kolonna.mitin.com/archive/mj33/	проза	Олег ЛЕЩУК. Два рассказа	
33	1990	http://kolonna.mitin.com/archive/mj33/	проза	Вячеслав КУРИЦЫН. Факультет пролонгированного кота	
33	1990	http://kolonna.mitin.com/archive/mj33/	театр	Игорь Ля ШНУРЕНКО. Обитель вееров на продажу	
33	1990	http://kolonna.mitin.com/archive/mj33/	изыскания	Вадим РУДНЕВ. Винни Пух in a Wonderland	
33	1990	http://kolonna.mitin.com/archive/mj33/	изыскания	Андрей ЛЕВКИН, Ольга ХРУСТАЛЕВА. Коты и культура	
33	1990	http://kolonna.mitin.com/archive/mj33/	изыскания	Екатерина АНДРЕЕВА. Гибель богов, или "Книга о вкусной и здоровой пище"	
33	1990	http://kolonna.mitin.com/archive/mj33/	коллекция	Поэты из Тарту	
33	1990	http://kolonna.mitin.com/archive/mj33/	коллекция	Евгений Горный, Вячеслав Попов, Игорь Пильщиков, Лонни Пяясисильм, Малл Катрин Сяникаэль, Сальвадор Силланпеа Предисловие и переводы Инны Нарайкиной	
33	1990	http://kolonna.mitin.com/archive/mj33/	беседы	В отличие от кино-, видеофестиваль...	
33	1990	http://kolonna.mitin.com/archive/mj33/	беседы	с Игорем САВОСТИНЫМ	
33	1990	http://kolonna.mitin.com/archive/mj33/	беседы	с Ольгой ХРУСТАЛЕВОЙ	
33	1990	http://kolonna.mitin.com/archive/mj33/	беседы	с Борисом ЮХАНАНОВЫМ	
33	1990	http://kolonna.mitin.com/archive/mj33/	беседы	с Сергеем ДОБРОТВОРСКИМ	
33	1990	http://kolonna.mitin.com/archive/mj33/	архив	Пинхос ПОДРАБИНЕК. Страницы жизни, продолжение	
33	1990	http://kolonna.mitin.com/archive/mj33/	светская жизнь	Олеся ТУРКИНА, Виктор МАЗИН. Умелые ручки	
33	1990	http://kolonna.mitin.com/archive/mj33/	редакционная почта	Переписка по поводу одного стихотворения	
33	1990	http://kolonna.mitin.com/archive/mj33/		книжное обозрение	
34	1990	http://kolonna.mitin.com/archive/mj34/	поэзия	Александр ГОЛУБЕВ. Стихотворения.	
34	1990	http://kolonna.mitin.com/archive/mj34/	поэзия	Михаил СУХОТИН. Из цикла "Великаны"	
34	1990	http://kolonna.mitin.com/archive/mj34/	поэзия	Юрий ГАЛЕЦКИЙ. Песни позднего декаданса	
34	1990	http://kolonna.mitin.com/archive/mj34/	поэзия	Владислав ЛЕН. Трилогия Ленинианы	
