Issue #	Year	Source	Section	Original Citation	
1	1985	http://kolonna.mitin.com/archive/mj01/	поэзия	А.Т.Драгомощенко. УЖИН С ПРИВЕТЛИВЫМИ БОГАМИ	
1	1985	http://kolonna.mitin.com/archive/mj01/	проза	Юрий Галецкий. ЧАЕПИТИЕ В ГОНДУРАСЕ	
1	1985	http://kolonna.mitin.com/archive/mj01/	проза	Карсон Маккаллерс. ОТРАЖЕНИЕ В ЗОЛОТОМ ГЛАЗУ, перев. с англ. Б. Останина	
1	1985	http://kolonna.mitin.com/archive/mj01/	Entertainment	Ольга Комарова. КРЫСА	
1	1985	http://kolonna.mitin.com/archive/mj01/	Россия на Западе	Лев Друскин. НОВЫЕ СТИХИ	
1	1985	http://kolonna.mitin.com/archive/mj01/	Россия на Западе	Патриция Блэйк. СОВЕТСКАЯ ЛИТЕРАТУРА ДВИЖЕТСЯ НА ЗАПАД, пер. с англ. Л.Д.	
1	1985	http://kolonna.mitin.com/archive/mj01/	Коллекция	Дж.Д.Лигалл. Дамс-ДЭЙС	
1	1985	http://kolonna.mitin.com/archive/mj01/	Календарь	Джон Лео. СЕКС. СМЕРТЬ И КРАСНАЯ ШАПОЧКА. пер. Э.Фл.	
2	1985	http://kolonna.mitin.com/archive/mj02/	поэзия	Игорь ЛАПИНСКИЙ. Стихотворения разных лет	
2	1985	http://kolonna.mitin.com/archive/mj02/	поэзия	Бахыт КЕНЖЕЕВ. Новые стихи	
2	1985	http://kolonna.mitin.com/archive/mj02/	проза	Елена ИГНАТОВА. Правдивый рассказ о том, как некий рыцарь Педивер обманом обезглавил жену свою, как принял он обет искупить вину, странствовал и прибыл к римскому папе, и как, раскаявшись, окончил дни свои в нашем грешном мире	
2	1985	http://kolonna.mitin.com/archive/mj02/	проза	Борис ВИАН. Убийца, Забавный спорт, Материнство - рассказы, перев. с франц. О.Волчек	
2	1985	http://kolonna.mitin.com/archive/mj02/	драматургия	Жан КОКТО. Орфей, пьеса в одном действии с перерывом, перев. с франц.	
2	1985	http://kolonna.mitin.com/archive/mj02/	entertainment	Проза и поэзия ДЖЕКСОНА	
2	1985	http://kolonna.mitin.com/archive/mj02/	изыскания	Вячеслав БЕЛКОВ. Расследование ведет Фолкнер	
2	1985	http://kolonna.mitin.com/archive/mj02/	коллекция	Людвиг ФОН ТЕЛИАН. Из книги "Четыре содержания", перев. с австрийского Дм.Волчек, предисловие А.Т.Д.	
2	1985	http://kolonna.mitin.com/archive/mj02/	военные действия	Аркадий ДРАГОМОЩЕНКО. В зоне одушевления	
2	1985	http://kolonna.mitin.com/archive/mj02/	публицистика	Лев ЯСНОПОЛЯНСКИЙ. Три очерка	
2	1985	http://kolonna.mitin.com/archive/mj02/	мир вокруг нас	Д.КРОТОВ. Живая и мертвая вода	
2	1985	http://kolonna.mitin.com/archive/mj02/	редакционная почта		
3	1985	http://kolonna.mitin.com/archive/mj03/	поэзия	Алексей ПАРЩИКОВ. Я жил на поле Полтавской битвы	
3	1985	http://kolonna.mitin.com/archive/mj03/	поэзия	Нина САМОЙЛОВИЧ. Стихотворения разных лет	
3	1985	http://kolonna.mitin.com/archive/mj03/	коллекция	Хорхе Луис БОРХЕС. Стена и книги. Валери как символ, перев. М. Хазина	
3	1985	http://kolonna.mitin.com/archive/mj03/	коллекция	Герман ГЕССЕ. Казнь. Китайская легенда. Притча о слепцах. О влюбленном юноше, перев. В. Линейкина	
3	1985	http://kolonna.mitin.com/archive/mj03/	коллекция	Пол БОУЛЗ. Гиена, перев. с англ. А. Драгомощенко	
3	1985	http://kolonna.mitin.com/archive/mj03/	коллекция	Дональд БАРТЕЛМ. Похищение в серале, перев. с англ. О. Воейковой	
3	1985	http://kolonna.mitin.com/archive/mj03/	театр	Сэмюэл БЕККЕТ. Звуки шагов, перев. Д.Волчека	
3	1985	http://kolonna.mitin.com/archive/mj03/	театр	Карсон МАККАЛЛЕРС. Корень квадратный из прекрасного, перев. М. Позняковой	
3	1985	http://kolonna.mitin.com/archive/mj03/	беседы	С Сергеем Курехиным и Борисом Гребенщиковым	
3	1985	http://kolonna.mitin.com/archive/mj03/	беседы	С Родионом (беседовал Д. Волчек)	
3	1985	http://kolonna.mitin.com/archive/mj03/	беседы	Споры о поэзии Алексея Парщикова (участвуют Б. Иванов, С. Стратоновский, Д. Волчек, А.Кучерявкин)	
3	1985	http://kolonna.mitin.com/archive/mj03/	беседы	Дискуссия о Новом Театре	
3	1985	http://kolonna.mitin.com/archive/mj03/	еntertainment	Игорь АДАМАЦКИЙ. Из книги "Притчуды"	
3	1985	http://kolonna.mitin.com/archive/mj03/	еntertainment	Легенды Кавказа, записанные ученицей 8-го класса, публикация С. Коровина	
3	1985	http://kolonna.mitin.com/archive/mj03/	еntertainment	Ю.А. Дубасов - поэт, публикация В. Эрля	
4	1985	http://kolonna.mitin.com/archive/mj04/	поэзия	Владимир КУЧЕРЯВКИН. Приближение: облака и степи	
4	1985	http://kolonna.mitin.com/archive/mj04/	поэзия	Дмитрий ВОЛЧЕК. Охотник, Хуанита, синтаксис Дрездена	
4	1985	http://kolonna.mitin.com/archive/mj04/	поэзия	Микалоюс ГИНТАС. О.В. де Милош - Оскар Милошюс	
4	1985	http://kolonna.mitin.com/archive/mj04/	проза	Сергей КОРОВИН. Приближаясь, и становясь все меньше и меньше	
4	1985	http://kolonna.mitin.com/archive/mj04/	изыскания	Александр СТЕПАНОВ. Леонид Аронзон, главы о поэтике	
4	1985	http://kolonna.mitin.com/archive/mj04/	изыскания	Владислав ЛЕН. Древо русского стиха	
4	1985	http://kolonna.mitin.com/archive/mj04/	изыскания	Георгий КОН. Дуэт лица и маски	
4	1985	http://kolonna.mitin.com/archive/mj04/	проблемы культуры	К.Г. Продолжаем петь: петербуржский рок-85, послесловие И.Е	
4	1985	http://kolonna.mitin.com/archive/mj04/	Россия на Западе	Аркадий ДРАГОМОЩЕНКО. Стихотворения	
4	1985	http://kolonna.mitin.com/archive/mj04/	Россия на Западе	Майкл МОЛНАР. Послесловие к стихотворениям А.Драгомощенко, перев. с англ. Г.С.	
4	1985	http://kolonna.mitin.com/archive/mj04/	беседы	Споры о поэзии Алексея Парщикова, продолжение	
4	1985	http://kolonna.mitin.com/archive/mj04/	entertainment	Владимир ЭРЛЬ. Три рассказа	
4	1985	http://kolonna.mitin.com/archive/mj04/	мир вокруг нас	Зачем я живу на свете? (публикация В.Кропина)	
4	1985	http://kolonna.mitin.com/archive/mj04/	портрет художника	Семен Любаскин.	
4	1985	http://kolonna.mitin.com/archive/mj04/	календарь	Ричард КОРЛИСС. Убогий Оскар, перев. с англ. М.Т	
5	1985	http://kolonna.mitin.com/archive/mj05/	поэзия	Владимир ЛОМОНОСОВ. Стихотворения разных лет	
5	1985	http://kolonna.mitin.com/archive/mj05/	поэзия	А. НИК. Стихотворения	
5	1985	http://kolonna.mitin.com/archive/mj05/	поэзия	Владимир ЭРЛЬ. Цезарь на Буцефале	
5	1985	http://kolonna.mitin.com/archive/mj05/	поэзия	Владислав ЛЕН. Пролетарские басни	
5	1985	http://kolonna.mitin.com/archive/mj05/	проза	Евгений ВЕНЗЕЛЬ. Три рассказа	
5	1985	http://kolonna.mitin.com/archive/mj05/	театр	Евгений ХАРИТОНОВ. По канве Рустама	
5	1985	http://kolonna.mitin.com/archive/mj05/	беседы	Роберт СТИЛЛЕР. Интервью с Владимиром Набоковым	
5	1985	http://kolonna.mitin.com/archive/mj05/	entertainment	Карсон МАККАЛЛЕРС. Переписка, перев. с англ. Д.Волчека	
5	1985	http://kolonna.mitin.com/archive/mj05/	entertainment	Джордж ГУНИЦКИЙ. Случай в Версале	
5	1985	http://kolonna.mitin.com/archive/mj05/	entertainment	Юстас ГЕРЦОГ. Из книги "Изображения Рыб"	
5	1985	http://kolonna.mitin.com/archive/mj05/	мир вокруг нас	Двадцать три грузинских письма (публикация В.Эрля)	
5	1985	http://kolonna.mitin.com/archive/mj05/	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, роман, перевод с американского Б.ВИАНА, перев. с франц. О.Волчек	
5	1985	http://kolonna.mitin.com/archive/mj05/	редакционная почта	В.Г. и А.П. Квазичеловек в одномерном обществе	
6	1985	http://kolonna.mitin.com/?page=archive	поэзия	Владимир УФЛЯНД. Рифмованная околесица	
6	1985	http://kolonna.mitin.com/?page=archive	поэзия	Ольга КОМАРОВА. Стихотворения	
6	1985	http://kolonna.mitin.com/?page=archive	театр	Торнтон УАЙЛДЕР. Долгий Рождественский обед, перев. с англ. С.Черкасского	
6	1985	http://kolonna.mitin.com/?page=archive	театр	Аркадий ДРАГОМОЩЕНКО. Пагубная страсть к театру	
6	1985	http://kolonna.mitin.com/?page=archive	проза	Петр КОЖЕВНИКОВ. Дупло. Вариант.	
6	1985	http://kolonna.mitin.com/?page=archive	проза	Сэмюэл БЕККЕТ. Отверженный, перев. с англ. Я.Зимакова	
6	1985	http://kolonna.mitin.com/?page=archive	архив	Сергей КУЛЛЕ. Стихотворения (предисловие В.Уфлянда)	
6	1985	http://kolonna.mitin.com/?page=archive	беседы	Интервью с Виктором КРИВУЛИНЫМ (записал Д.Волчек)	
6	1985	http://kolonna.mitin.com/?page=archive	entertainment	Славомир МРОЖЕК. Ночлег, перев. с польского С.Николаева	
6	1985	http://kolonna.mitin.com/?page=archive	мир вокруг нас	Четыре песни группы "Урфин Джюс"	
6	1985	http://kolonna.mitin.com/?page=archive	мир вокруг нас	Из выступления Л. Решетникова на съезде писателей РСФСР	
6	1985	http://kolonna.mitin.com/?page=archive	мир вокруг нас	Из инструкции	
6	1985	http://kolonna.mitin.com/?page=archive	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, роман, перевод с американского Бориса ВИАНА, перев. с франц. О.Волчек	
6	1985	http://kolonna.mitin.com/?page=archive	военные действия	С.САТАНОВКЕР. Обращение одного великого русского поэта к другому (публикация Л.Ю.Брик)	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	О "Новом Театре"	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	Георгий КОН. О "Палисандрии"	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	Дм. ПРИГОВ. Добавления	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	Манифест Рецептуализма	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	Н.Н. По поводу некролога А.Шпрингера	
6	1985	http://kolonna.mitin.com/?page=archive	редакционная почта	Манифест новой русской прозы	
6	1985	http://kolonna.mitin.com/?page=archive	календарь	До свидания, Миша Иоссель!	
6	1985	http://kolonna.mitin.com/?page=archive	по чужим страницам	А. ПУХОВИКОВ. К вопросу о "Московской Идее"	
6	1985	http://kolonna.mitin.com/?page=archive	по чужим страницам	И. ДУДИНСКИЙ. Что такое "Московская Идея"	
6	1985	http://kolonna.mitin.com/?page=archive	портфель	МИТИН ЖУРНАЛ в 1986 году	
6	1985	http://kolonna.mitin.com/?page=archive	портфель	Карсон МАККАЛЛЕРС. Жокей, перев. с англ. С.О.	
6	1985	http://kolonna.mitin.com/?page=archive	портфель	Бруно ШУЛЬЦ. Одиночество, перев. с польского О.Абрамович	
6	1985	http://kolonna.mitin.com/?page=archive	мемория	Линдон ДМИТРИЕВ. Смерть Лавровой	
7	1986	http://kolonna.mitin.com/archive/mj07/	поэзия	Аркадий ДРАГОМОЩЕНКО. Небо соответствий	
7	1986	http://kolonna.mitin.com/archive/mj07/	поэзия	Виктор КРИВУЛИН. Три венка сонетов	
7	1986	http://kolonna.mitin.com/archive/mj07/	проза	Михаил ИОССЕЛЬ. Жизнь на Поле	
7	1986	http://kolonna.mitin.com/archive/mj07/	театр	Сэмюэл БЕККЕТ. Комедия, пер. с англ. М.Хазина	
7	1986	http://kolonna.mitin.com/archive/mj07/	изыскания	Евгений ПАЗУХИН. Покаяние Художника	
7	1986	http://kolonna.mitin.com/archive/mj07/	архив	Даниил ХАРМС. Из неопубликованного (к восьмидесятилетию со дня рождения), публ. В.Эрля	
7	1986	http://kolonna.mitin.com/archive/mj07/	военные действия	Е.Б.ПИВОВАРОВ. Из литературноого наследия, публикация В.Ж.	
7	1986	http://kolonna.mitin.com/archive/mj07/	entertainment	Раймон КЕНО. Сказка на ваш вкус, пер. с франц. О.Абрамович	
7	1986	http://kolonna.mitin.com/archive/mj07/	проблемы культуры	Андрей ИЗЮМСКИЙ. Рок-культура и куртуазный идеал рыцарства	
7	1986	http://kolonna.mitin.com/archive/mj07/	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, роман, перевод с американского Б.ВИАНА, перев. с франц. О.Волчек	
7	1986	http://kolonna.mitin.com/archive/mj07/	по чужим страницам	А.БАРАШ, Н.БАЙТОВ. О романе В.Ерофеева "Русская красавица"	
7	1986	http://kolonna.mitin.com/archive/mj07/	по чужим страницам	Генрих ШРАММ. Дискуссия о притаившихся	
7	1986	http://kolonna.mitin.com/archive/mj07/	мир вокруг нас	Как я провожу свободное время - сочинения учащихся ПТУ, публикация В.Эрля	
7	1986	http://kolonna.mitin.com/archive/mj07/	мир вокруг нас	Николай ТРЯПКИН. Из книги "Огненные Ясли"	
7	1986	http://kolonna.mitin.com/archive/mj07/	календарь	Линдон ДМИТРИЕВ. Обзор периодики	
7	1986	http://kolonna.mitin.com/archive/mj07/	редакционная почта	К.Г. Примечания к статье	
7	1986	http://kolonna.mitin.com/archive/mj07/	редакционная почта	Еще одна "Пролетарская Басня" В.Лена	
7	1986	http://kolonna.mitin.com/archive/mj07/	редакционная почта	Исаак ЕВТУШЕНКО. Во исправление ошибок	
8	1986	http://kolonna.mitin.com/archive/mj08/	поэзия	Андрей ИЗЮМСКИЙ. Песни живого Гаутамы	
8	1986	http://kolonna.mitin.com/archive/mj08/	поэзия	Михаил СУХОТИН. Страницы героические	
8	1986	http://kolonna.mitin.com/archive/mj08/	проза	Лев РУБИНШТЕЙН. С четверга на пятницу	
8	1986	http://kolonna.mitin.com/archive/mj08/	проза	Владимир ЭРЛЬ. В поисках за утраченным Хейфом	
8	1986	http://kolonna.mitin.com/archive/mj08/	театр	Маргерит ДЮРАС. Шага, перев. с франц. С.Дмитриева	
8	1986	http://kolonna.mitin.com/archive/mj08/	новая романтика	Геннадий БРЕВДЕ. Осколос	
8	1986	http://kolonna.mitin.com/archive/mj08/	новая романтика	В.ВЛАДИМИРОВ. Господин Кен-Келлер и другие	
8	1986	http://kolonna.mitin.com/archive/mj08/	Россия на Западе	Дэвид ШАПИРО. Интервью с Р.Якобсоном, перев. с англ. А.Драгомощенко	
8	1986	http://kolonna.mitin.com/archive/mj08/	Россия на Западе	Дж. С.СМИТ. Просодия поэзии русской эмиграции, перев. с англ. Д.Бушуева и А.Безобразова	
8	1986	http://kolonna.mitin.com/archive/mj08/	Россия на Западе	Лев ЛОСЕВ. Из книги "Чудесный десант", предисловие Б.Рузова	
8	1986	http://kolonna.mitin.com/archive/mj08/	светская жизнь	Интервью с Д.Весслингом, перев. с англ. А.Кана	
8	1986	http://kolonna.mitin.com/archive/mj08/	светская жизнь	Аркадий ДРАГОМОЩЕНКО. Речь при вручении А.Парщикову премии имени Андрея Белого	
8	1986	http://kolonna.mitin.com/archive/mj08/	светская жизнь	Сергей ХРЕНОВ. Показания соучастника	
8	1986	http://kolonna.mitin.com/archive/mj08/	светская жизнь	Хроника	
8	1986	http://kolonna.mitin.com/archive/mj08/	проблемы культуры	Кари УНКСОВА. О салонах	
8	1986	http://kolonna.mitin.com/archive/mj08/	проблемы культуры	Феликс СТАВСКИЙ. Пустоты в качестве формообразующих элементов концептуальной журналистики	
8	1986	http://kolonna.mitin.com/archive/mj08/	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, роман, перевод с американского Бориса ВИАНА, перев. с франц. О.Волчек, продолжение	
8	1986	http://kolonna.mitin.com/archive/mj08/	календарь	Линдон ДМИТРИЕВ. Обзор периодики	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	Л.Ц. В Отечестве не без Поэта	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	СЭЙНТ. Оставьте музыку музыкантам!	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	Свободу А.Горловскому!	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	Хроника ТЭИИ (предисловие С.Ковальского)	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	Вл. ЭРЛЬ. По поводу инсинуаций ККК	
8	1986	http://kolonna.mitin.com/archive/mj08/	редакционная почта	Новые стихи Сатановкера (публикация Ю.А.)	
8	1986	http://kolonna.mitin.com/archive/mj08/	специальное приложение	А.Е.КРУЧЕНЫХ. Тексты разных лет (к 100-летию со дня рождения)	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	поэзия	Светлана КЕКОВА. Стихотворения	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	поэзия	Ольга СЕДАКОВА. Тристан и Изольда	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	поэзия	Леонид ГУБАНОВ. Из книги "Ангел на снегу"	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	поэзия	Сергей ЗАВЬЯЛОВ. Стихотворения	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	проза	Никита ПАНИН. Дар сердечный	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	коллекция	Бруно ШУЛЬЦ. Санаторий "Под Клепсидрой", перевод с польского О.Абрамович	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	коллекция	Ивлин ВО. Любовь среди развалин, прев. с англ. Я.Зимакова	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	коллекция	Франц КАФКА. Блумфельд, пожилой холостяк, перев. с нем. Г.Начинкина. Миниатюры и заметки, перев. с нем. В.Р	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	К 100-летию со дня рождения В.Ф.Ходасевича	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Дэвид БЕТЕА. Обретение дома, перев. с англ. Д.Волчека	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Джон МАЛЬМСТАД, Роберт ХЬЮЗ. Владислав Ходасевич и Борис Садовской. Письма Ходасевича Садовскому	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Письма В.Ходасевича А.Тинякову, публикация Д.В.	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Самуил КИССИН. Стихотворения, публикация Д.Северюхина	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Роджер ХЭГГЛАНД. Полемика Адамовича и Ходасевича, перев. с англ. М.Т.	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	К 80-летию со дня рождения Сэмюэля Беккета	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Викки ЭЛИОТ. Голоса Сэмюэля Беккета, перев. с англ. Я.З.	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	изыскания	Сэмюэль БЕККЕТ. Каскандо (перев. с англ. М.Хазина), Довольно (перев. Я.Зимакова), Действие без слов (перев. А.Долинина), Не я (перев. Д.Волчека)	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	светская жизнь	Вручение премии им. А.Белого Владимиру Эрлю	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	календарь	Линдон ДМИТРИЕВ. Сколько осталось жить самиздату?	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, роман, перевод с американского Б.ВИАНА, перев. с франц. О.Волчек	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	редакционная почта	А.И. Зеленый рок нашей красной страны	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	редакционная почта	СЭЙНТ. Возвращение Михаила Арцыбашева	
9-10	1986	http://kolonna.mitin.com/archive/mj0910/	редакционная почта	Р.О. Бешеное Христианство (по поводу последних выступлений С.Стратановского)	
11	1986	http://kolonna.mitin.com/archive/mj11/	поэзия	Аркадий ДРАГОМОЩЕНКО. Острова сирен	
11	1986	http://kolonna.mitin.com/archive/mj11/	поэзия	ПАНОРАМА МОСКОВСКОЙ ПОЭЗИИ. Дмитрий ПРИГОВ, Лев РУБИНШТЕЙН, Алексей ПАРЩИКОВ, Александр ЕРЕМЕНКО, Михаил СУХОТИН, Тимур КИБИРОВ, Юрий РОМАНОВ, Юлий ГУГОЛЕВ	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Ольга КОМАРОВА. Комаровство	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Евгений ВЕНЗЕЛЬ. Киник весел, вакханки - хоть куда, а мистагогам - канава	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	некрореалисты: Андрей МЕРТВЫЙ. Девочка и медведь	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	некрореалисты: Евгений ДЭБИЛ. Фонари	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Владимир СОРОКИН. Кисет, Дорожное происшествие	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Александр ХОХРЕВ. Два рассказа	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Линдон ДМИТРИЕВ. По канве Гарольда Роббинса	
11	1986	http://kolonna.mitin.com/archive/mj11/	проза	Юстас ГЕРЦОГ. Из литературного наследия	
11	1986	http://kolonna.mitin.com/archive/mj11/	театр	Владлен ГАВРИЛЬЧИК. Поэт и Царь	
11	1986	http://kolonna.mitin.com/archive/mj11/	театр	Владислав ХОДАСЕВИЧ, Николай ПОПОВ. Счастливое заблуждение, или Выбор Пьеретты, публикация Д.Волчека	
11	1986	http://kolonna.mitin.com/archive/mj11/	коллекция	Айзек Башевис ЗИНГЕР. Друг Кафки, перев. с англ. Г.Начинкина	
11	1986	http://kolonna.mitin.com/archive/mj11/	коллекция	Гай ДАВЕНПОРТ. Lo Splendore Della Luce A Bologna, перев. с англ. Я.Зимакова	
11	1986	http://kolonna.mitin.com/archive/mj11/	коллекция	Эдгар Лоуренс ДОКТОРОУ. Водоочистительная станция, перев. с англ. Д. Волчека	
11	1986	http://kolonna.mitin.com/archive/mj11/	коллекция	Маргерит ДЮРАС. Человек с Атлантики, перев. с франц. О.Волчек	
11	1986	http://kolonna.mitin.com/archive/mj11/	новая романтика	Сергей ПСЕВДОНИМОВ. Борей	
11	1986	http://kolonna.mitin.com/archive/mj11/	архив	Владислав ХОДАСЕВИЧ. Из неопубликованного, публ. Д.Волчека	
11	1986	http://kolonna.mitin.com/archive/mj11/	архив	Семен МИЛЛЕР. Рассказ о человеке и канале, публ. К.Миллера	
11	1986	http://kolonna.mitin.com/archive/mj11/	архив	Дмитрий М. Три поэмы, публ. В.Эрля	
11	1986	http://kolonna.mitin.com/archive/mj11/	entertainment	Руальд ДАЛЬ. Стол и кров, перев. с англ. Е.Зелинской	
11	1986	http://kolonna.mitin.com/archive/mj11/	entertainment	Агата КРИСТИ. Последний сеанс, перев. с англ. К.Абламского	
11	1986	http://kolonna.mitin.com/archive/mj11/	entertainment	Александр КАРАМАЗОВ. Произведения разных лет	
11	1986	http://kolonna.mitin.com/archive/mj11/	изобразительное искусство	Хроника ТЭИИ	
11	1986	http://kolonna.mitin.com/archive/mj11/	изобразительное искусство	Сергей КОВАЛЬСКИЙ. Весенняя выставка ТЭИИ 1986 г.	
11	1986	http://kolonna.mitin.com/archive/mj11/	изобразительное искусство	Московские концептуалисты в гостях у ТЭИИ	
11	1986	http://kolonna.mitin.com/archive/mj11/	по чужим страницам	УРМУЗ. Два рассказа, перев. с румынского Л.Долгошевой и К.Думитру	
11	1986	http://kolonna.mitin.com/archive/mj11/	по чужим страницам	Борис ВИАН. Путешествие в Коностров, перев. с франц. Т.Т.	
11	1986	http://kolonna.mitin.com/archive/mj11/	аппендикс	Вернон САЛЛИВАН. Уничтожим всех уродов, перев. с франц. О.Волчек, продолжение	
11	1986	http://kolonna.mitin.com/archive/mj11/	редакционная почта	Ольга АБРАМОВИЧ. С отвагою, но без понятия	
11	1986	http://kolonna.mitin.com/archive/mj11/	редакционная почта	Некрокроссворд (сост. А.Мертвый)	
12	1986	http://kolonna.mitin.com/archive/mj12/	поэзия	Шамшад АБДУЛЛАЕВ. Стихотворения	
12	1986	http://kolonna.mitin.com/archive/mj12/	поэзия	Александр КАВТАСКИН. Стихотворения и переводы	
12	1986	http://kolonna.mitin.com/archive/mj12/	поэзия	Владлен ГАВРИЛЬЧИК. Питейное дело	
12	1986	http://kolonna.mitin.com/archive/mj12/	проза	Дмитрий ПРИГОВ. Третий каталог обращений	
12	1986	http://kolonna.mitin.com/archive/mj12/	проза	Вернон САЛЛИВАН. Уничтожим всех уродов, перев. с франц. О.Волчек, окончание	
12	1986	http://kolonna.mitin.com/archive/mj12/	театр	Сэмюэл БЕККЕТ. Счастливые деньки, пер. с англ. Я.Зимакова	
12	1986	http://kolonna.mitin.com/archive/mj12/	театр	Дм.М. Буффон, публикация В.Эрля	
12	1986	http://kolonna.mitin.com/archive/mj12/	архив	Татьяна ШМЕЛЕВА. Воспоминания о М.Волошине, публ. В.З.	
12	1986	http://kolonna.mitin.com/archive/mj12/	архив	София ПАРНОК. Ходасевич, публ. Д.Волчека	
12	1986	http://kolonna.mitin.com/archive/mj12/	изыскания	Виктория РАСТИ. А.Белый в восприятии современников	
12	1986	http://kolonna.mitin.com/archive/mj12/	изыскания	Сергей АВРУТИН. "Медный Всадник" Фальконе с точки зрения психоанализа	
12	1986	http://kolonna.mitin.com/archive/mj12/	Россия на Западе	Норман ВАЙНШТЕЙН. Русская революция в музыке, прев. с англ. М.Т.	
12	1986	http://kolonna.mitin.com/archive/mj12/	Россия на Западе	Марья ЯНИС. Взгляд на жизнь литературных кругов Ленинграда, перев. с финского Ю.А.	
12	1986	http://kolonna.mitin.com/archive/mj12/	Россия на Западе	Томас ДЖОНСОН. Да здравствуют Советы! перев. с франц.	
12	1986	http://kolonna.mitin.com/archive/mj12/	entertainment	Карсон МАККАЛЛЕРС. Рассказы, перев. с англ. Я.З., Д.В. и С.О.	
12	1986	http://kolonna.mitin.com/archive/mj12/	почта	С.КЛИНЕВИЧ. Трактат о пользе капустного сока	
13	1987	http://kolonna.mitin.com/archive/mj13/	поэзия	Алексей ШЕЛЬВАХ. Стихотворения разных лет	
13	1987	http://kolonna.mitin.com/archive/mj13/	поэзия	Аркадий ДРАГОМОЩЕНКО. Настурция как реальность	
13	1987	http://kolonna.mitin.com/archive/mj13/	поэзия	Дмитрий ВОЛЧЕК. Подобие кукушки	
13	1987	http://kolonna.mitin.com/archive/mj13/	поэзия	Владислав ЛЕН. Из "Большой Библейской Поэмы"	
13	1987	http://kolonna.mitin.com/archive/mj13/	проза	Аркадий БАРТОВ. Из книги "Litteratura"	
13	1987	http://kolonna.mitin.com/archive/mj13/	проза	Ольга КОМАРОВА. Рассказы: Савл, Савл..., Херцбрудер, Раав блудница.	
13	1987	http://kolonna.mitin.com/archive/mj13/	проза	Алексей ПЫРТРУ. Два рассказа	
13	1987	http://kolonna.mitin.com/archive/mj13/	театр	Юлия КИСИНА. Действующие лица	
13	1987	http://kolonna.mitin.com/archive/mj13/	коллекция	Сэмюэл БЕККЕТ. Неразглядеть неописать, перев. с англ. Я.Зимакова	
13	1987	http://kolonna.mitin.com/archive/mj13/	коллекция	Бруно ШУЛЬЦ. Другая осень, перев. с польского С.Н.	
13	1987	http://kolonna.mitin.com/archive/mj13/	коллекция	Ричард БРОТИГАН. Лужайкина месть, перев. с англ. О.Воейковой	
13	1987	http://kolonna.mitin.com/archive/mj13/	коллекция	Андерс БОДЕЛЬСЕН. Оранжерея, перев. с датского О. Абрамович	
